TrainCallNote;TrainCallNote.CallId;TrainCallNote.DisplayOrder;TrainCallNote.IsDriverNote;TrainCallNote.IsStationNote;TrainCallNote.IsShuntingNote;TrainCallNote.IsForArrival;TrainCallNote.IsForDeparture;TrainCallNote.TrainInfo
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5650;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5665;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5674;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5675;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5679;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5686;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5687;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5689;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5690;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5691;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5695;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5707;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5708;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5713;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5714;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5717;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5718;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5723;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5728;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5729;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5735;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5738;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5746;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5748;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5752;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5763;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5772;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5784;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5786;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5792;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5795;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5800;−500;True;True;False;True;False;""
